,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
8775,9.B.359.3.4,Bacteria,Calditrichota,Uncharacterized protein of 1106 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement,Uncharacterized protein of 1106 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement. This protein is homologous to members of subfamilies 9.B.359.3 and 1.,{'uptake'},,,,{},{},R_9_B_359_3_4,{}
8776,9.B.359.4.1,Bacteria,Bacillota,Uncharacterized protein of 657 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement,Uncharacterized protein of 657 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement,{'uptake'},,,,{},{},R_9_B_359_4_1,{}
8777,9.B.359.4.2,Bacteria,Chloroflexota,Uncharacterized protein of 747 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 747 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_4_2,{}
8778,9.B.361.2.1,Bacteria,Pseudomonadota,Uncharacterized protein of 144 aas and 4 TMSs in a 3 + 1 TMS arrangement.,Uncharacterized protein of 144 aas and 4 TMSs in a 3 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_361_2_1,{}
8779,9.B.361.2.2,Bacteria,Chrysiogenota,Uncharacterized protein of 146 aas and 4 TMSs in a 3 + 1 TMS arrangement.,Uncharacterized protein of 146 aas and 4 TMSs in a 3 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_361_2_2,{}
8780,9.B.361.2.3,Bacteria,Actinomycetota,Uncharacterized protein of 145 aas and 4 TMSs in a 3 + 1 TMS arrangement,Uncharacterized protein of 145 aas and 4 TMSs in a 3 + 1 TMS arrangement,{'uptake'},,,,{},{},R_9_B_361_2_3,{}
8781,9.B.361.3.1,Bacteria,Myxococcota,Uncharacterized protein of 141 aas and 4 equally spaced TMSs,Uncharacterized protein of 141 aas and 4 equally spaced TMSs,{'uptake'},,,,{},{},R_9_B_361_3_1,{}
8782,9.B.361.3.2,Bacteria,Candidatus Rokubacteria,Uncharacterized protein of 141 aas and 4 TMSs.,Uncharacterized protein of 141 aas and 4 TMSs.,{'uptake'},,,,{},{},R_9_B_361_3_2,{}
8783,9.B.361.3.3,Bacteria,Pseudomonadota,Uncharacterized protein of 148 aas and 4 TMSs,Uncharacterized protein of 148 aas and 4 TMSs,{'uptake'},,,,{},{},R_9_B_361_3_3,{}
8784,9.B.361.4.1,Bacteria,Actinomycetota,Uncharacterized protein of 86 aas and 2 TMSs,Uncharacterized protein of 86 aas and 2 TMSs.  This sequence is similar to TMSs 3 and 4 of a 4 TMS member and could be a fragment.,{'uptake'},,,,{},{},R_9_B_361_4_1,{}
8785,9.B.361.4.2,Bacteria,Pseudomonadota,Uncharacterized protein of 177 aas and 5 TMSs,Uncharacterized protein of 177 aas and 5 TMSs,{'uptake'},,,,{},{},R_9_B_361_4_2,{}
8786,9.B.361.4.3,Bacteria,Pseudomonadota,Uncharacterized protein of 83 aas and 2 TMSs,Uncharacterized protein of 83 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_361_4_3,{}
8787,9.B.361.4.4,Bacteria,Cyanobacteriota,"Uncharacterized protein of 93 aas and 2 TMSs, corresponding to TMSs 1 - 2 in the $ TMS proteins","Uncharacterized protein of 93 aas and 2 TMSs, corresponding to TMSs 1 - 2 in the $ TMS proteins",{'uptake'},,,,{},{},R_9_B_361_4_4,{}
8788,9.B.363.1.1,Bacteria,Chloroflexota,Uncharacterized protein of 149 aas and 4 TMSs,Uncharacterized protein of 149 aas and 4 TMSs,{'uptake'},,,,{},{},R_9_B_363_1_1,{}
8789,9.B.363.1.2,Bacteria,Bacillota,PAP2 family protein of 149 aas and 4 TMSs in a 3 + 1 TMS arrangment,PAP2 family protein of 149 aas and 4 TMSs in a 3 + 1 TMS arrangment,{'uptake'},,,,{},{},R_9_B_363_1_2,{}
8790,9.B.363.1.3,Bacteria,Thermotogota,PAP2 family protein of 114 aas and 4 TMSs.,PAP2 family protein of 114 aas and 4 TMSs.,{'uptake'},,,,{},{},R_9_B_363_1_3,{}
8791,9.B.363.2.1,,Bacillota,Uncharacterized protein of 188 aas and 4 TMSs in a 1 + 3 TMS arrangement,Uncharacterized protein of 188 aas and 4 TMSs in a 1 + 3 TMS arrangement,{'uptake'},,,,{},{},R_9_B_363_2_1,{}
8792,9.B.364.1.1,Bacteria,Actinomycetota,Putative arabinosyltransferase B of 1083 aas and 13 putative TM,Putative arabinosyltransferase B of 1083 aas and 13 putative TM,{'uptake'},,,,{},{},R_9_B_364_1_1,{}
8793,9.B.364.1.2,Bacteria,Actinomycetota,Uncharacterized protein of 1050 aas and 13 TMSs in a 1 (N-terminal) + 2 + 2 + 2 + 6 TMS arrangement.,Uncharacterized protein of 1050 aas and 13 TMSs in a 1 (N-terminal) + 2 + 2 + 2 + 6 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_364_1_2,{}
8794,9.B.364.1.3,Bacteria,Actinomycetota,Uncharacterized protein of 1209 aas and 13 TMSs in a 1 + 6 + 6 TMS arrangement.,Uncharacterized protein of 1209 aas and 13 TMSs in a 1 + 6 + 6 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_364_1_3,{}
8795,9.B.364.1.4,Bacteria,Actinomycetota,Uncharacterized protein of 995 aas and 15 TMSs in a 1 + 2 + 6 + 6 TMS arrangement.,Uncharacterized protein of 995 aas and 15 TMSs in a 1 + 2 + 6 + 6 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_364_1_4,{}
8796,9.B.364.1.5,Bacteria,Actinomycetota,"Aarabinosyltransferases, EmbAB and dimeric EmbC, with subunits of 1094, 1098 and 1094 aas, respectively, and all with about 14 TMSs","Aarabinosyltransferases, EmbAB and dimeric EmbC, with subunits of 1094, 1098 and 1094 aas, respectively, and all with about 14 TMSs.  The structure of the cell wall arabinosyltransferase complex with the anit-tuberculosis drug, ethambutol, bound has been solved (Zhang et al. 2020). The arabinosyltransferases EmbA, EmbB, and EmbC are involved in Mycobacterium tuberculosis cell wall synthesis and are targets for the 
anti-tuberculosis drug ethambutol. Zhang et al. 2020 determined 
cryo-electron microscopy and x-ray crystal structures of the mycobacterial 
EmbA-EmbB and EmbC-EmbC complexes in the presence of their glycosyl 
donor and acceptor substrates and with ethambutol. These structures show
 how the donor and acceptor substrates bind in the active site and how 
ethambutol inhibits arabinosyltransferases by binding to the same site 
as both substrates in EmbB and EmbC. Most drug-resistant mutations are 
located near the ethambutol binding site.",{'uptake'},,,,{},{},R_9_B_364_1_5,{}
8797,9.B.365.1.1,Bacteria,Pseudomonadota,"DoxD-like protein (FP07291, CL0131) MauE or TMEM101, methylamine utilization protein, of 257 aas and 5 TMSs in a 1 + 2 + 2 TMS arrangement.","DoxD-like protein (FP07291, CL0131) MauE or TMEM101, methylamine utilization protein, of 257 aas and 5 TMSs in a 1 + 2 + 2 TMS arrangement.",{'uptake'},,,,{},{},R_9_B_365_1_1,{}
8798,9.B.365.2.1,Bacteria,Campylobacterota,"RclC (PF04224, CL0131 DufD-like) of 215 aas and 5 TMSs in a 2 + 2 + 1 TMS arrangement.","RclC (PF04224, CL0131 DufD-like) of 215 aas and 5 TMSs in a 2 + 2 + 1 TMS arrangement.",{'uptake'},,,,{},{},R_9_B_365_2_1,{}
8799,9.B.365.4.1,Bacteria,Pseudomonadota,"DoxD-like protein (PF13781; CL131), DoxX, NAD-dependent epimerase/dehydratase, of 430 aas and 4 C-terminal TMSs.","DoxD-like protein (PF13781; CL131), DoxX, NAD-dependent epimerase/dehydratase, of 430 aas and 4 C-terminal TMSs.",{'uptake'},,,,{},{},R_9_B_365_4_1,{}
8800,9.B.367.1.2,,Apicomplexa,Knob-associated His-rich protein of 659 aa,Knob-associated His-rich protein of 659 aa,{'uptake'},,,,{},{},R_9_B_367_1_2,{}
8801,9.B.370.1.1,Bacteria,Actinomycetota,Uncharacterized protein of 249 aas and 1 N-terminal TMS,Uncharacterized protein of 249 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_1,{}
8802,9.B.370.1.2,Bacteria,Actinomycetota,Uncharacterized protein of 219 aas and 1 N-terminal TMS.,Uncharacterized protein of 219 aas and 1 N-terminal TMS.,{'uptake'},,,,{},{},R_9_B_370_1_2,{}
8803,9.B.370.1.3,Bacteria,Actinomycetota,Uncharacterized protein of 251 aas and 1 N-terminal TMS,Uncharacterized protein of 251 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_3,{}
8804,9.B.370.1.4,Bacteria,Bacillota,Uncharacterized protein of 211 aas and 1 N-terminal TMS,Uncharacterized protein of 211 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_4,{}
8805,9.B.370.1.5,Bacteria,Actinomycetota,Uncharacterized protein of 279 aas and 1 N-terminal TMS,Uncharacterized protein of 279 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_5,{}
8806,9.B.370.1.6,Bacteria,Actinomycetota,Uncharacterized protein of 283 aas and 1 N-terminal TMS,Uncharacterized protein of 283 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_6,{}
8807,9.B.370.1.7,Bacteria,Deinococcota,Uncharacterized protein of 2232 aas and 1 N-terminal TMS,Uncharacterized protein of 2232 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_7,{}
8808,9.B.370.1.8,Bacteria,Planctomycetota,Uncharacterized protein of 179 aas and 1 - 3 TMSs,Uncharacterized protein of 179 aas and 1 - 3 TMSs,{'uptake'},,,,{},{},R_9_B_370_1_8,{}
8809,9.B.370.1.9,Bacteria,Actinomycetota,Uncharacterized protein of 233 aas and 1 TMS,Uncharacterized protein of 233 aas and 1 TMS,{'uptake'},,,,{},{},R_9_B_370_1_9,{}
8810,9.B.370.1.10,Bacteria,Bacteroidota,Uncharacterized protein of 190 aas and 1 TMS,Uncharacterized protein of 190 aas and 1 TMS,{'uptake'},,,,{},{},R_9_B_370_1_10,{}
8811,9.B.370.1.11,Bacteria,Actinomycetota,Uncharacterized protein of 190 aas and 1 N-terminal TMS,Uncharacterized protein of 190 aas and 1 N-terminal TMS,{'uptake'},,,,{},{},R_9_B_370_1_11,{}
8812,9.B.371.1.1,Bacteria,Bacillota,Putative PaaI family thioesterase of 141 aas and 1 - 3 TM,Putative PaaI family thioesterase of 141 aas and 1 - 3 TM,{'uptake'},,,,{},{},R_9_B_371_1_1,{}
8813,9.B.371.1.2,Bacteria,Actinomycetota,PaaI family thioesterase of 158 aas and 3 TMSs.,PaaI family thioesterase of 158 aas and 3 TMSs.,{'uptake'},,,,{},{},R_9_B_371_1_2,{}
8814,9.B.371.1.4,Bacteria,Bacteroidota,Hotdog fold thioesterase of 134 aas and possibly up to 3 TM,Hotdog fold thioesterase of 134 aas and possibly up to 3 TM,{'uptake'},,,,{},{},R_9_B_371_1_4,{}
8815,9.B.371.1.5,Bacteria,Pseudomonadota,PaaI family thioesterase of 131 aas and possibly 3 TMSs.,PaaI family thioesterase of 131 aas and possibly 3 TMSs.,{'uptake'},,,,{},{},R_9_B_371_1_5,{}
8816,9.B.371.1.6,Bacteria,Actinomycetota,PaaI family thioesterase of 173 aas and 3 - 5 TMSs.,PaaI family thioesterase of 173 aas and 3 - 5 TMSs.,{'uptake'},,,,{},{},R_9_B_371_1_6,{}
8817,9.B.371.1.7,Bacteria,Pseudomonadota,Hotdog fold thioesterase of 164 as and 1 TM,Hotdog fold thioesterase of 164 as and 1 TM,{'uptake'},,,,{},{},R_9_B_371_1_7,{}
8818,9.B.371.1.8,Bacteria,Pseudomonadota,"YigI of 155 aas and 2 or 3 TMSs, one N-terminal, one central, and possibly one C-terminal","YigI of 155 aas and 2 or 3 TMSs, one N-terminal, one central, and possibly one C-terminal. This protein is in the thioesterase family, resembles other members of this family, and may therefore be one.",{'uptake'},,,,{},{},R_9_B_371_1_8,{}
8819,9.B.371.2.2,Bacteria,Actinomycetota,Acyl-CoA thioesterase of 342 aa,Acyl-CoA thioesterase of 342 aa,{'uptake'},,,,{},{},R_9_B_371_2_2,{}
8820,9.B.371.2.4,Bacteria,Bacillota,Acyl-CoA thioesterase of 166 aas.,Acyl-CoA thioesterase of 166 aas.,{'uptake'},,,,{},{},R_9_B_371_2_4,{}
8821,9.B.371.2.5,Bacteria,Pseudomonadota,Acyl-CoA thioesterase of 137 aa,Acyl-CoA thioesterase of 137 aa,{'uptake'},,,,{},{},R_9_B_371_2_5,{}
8822,9.B.371.2.6,Bacteria,Deinococcota,Acyl-CoA thioesterase of 145 aa,Acyl-CoA thioesterase of 145 aa,{'uptake'},,,,{},{},R_9_B_371_2_6,{}
8823,9.B.381.1.1,Bacteria,Pseudomonadota,"YaiY, a DUF2755 domain protein with 102 aas and 2 TMSs.","YaiY, a DUF2755 domain protein with 102 aas and 2 TMSs.",{'uptake'},,,,{},{},R_9_B_381_1_1,{}
8824,9.B.381.1.2,Bacteria,Pseudomonadota,DUF2755 family protein of 99 aas and 2 TMSs.,DUF2755 family protein of 99 aas and 2 TMSs.,{'uptake'},,,,{},{},R_9_B_381_1_2,{}
8825,9.B.381.1.3,Bacteria,Pseudomonadota,Uncharacterized DUF2755 domain-containing protein of 98 aas and 2 TMSs,Uncharacterized DUF2755 domain-containing protein of 98 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_381_1_3,{}
8826,9.B.381.1.4,Bacteria,Pseudomonadota,Uncharacterized protein of 105 aas and 2 TMSs,Uncharacterized protein of 105 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_381_1_4,{}
8827,9.B.381.1.5,Bacteria,Pseudomonadota,Uncharacterized protein of 50 aas and 1 TMS,Uncharacterized protein of 50 aas and 1 TMS,{'uptake'},,,,{},{},R_9_B_381_1_5,{}
8828,9.B.381.1.6,Bacteria,Pseudomonadota,Uncharacterized protein of 59 aas and 1 TMS,Uncharacterized protein of 59 aas and 1 TMS,{'uptake'},,,,{},{},R_9_B_381_1_6,{}
8829,9.B.382.1.1,Bacteria,Pseudomonadota,YaiZ (DUF2754 family) is a small protein of 70 aas and 2 TMSs.,YaiZ (DUF2754 family) is a small protein of 70 aas and 2 TMSs.,{'uptake'},,,,{},{},R_9_B_382_1_1,{}
8830,9.B.382.1.2,Bacteria,Actinomycetota,"Uncharacterized TIGR02611 family protein of 140 aas and 3 TMSs in a 2 + 1 TMS arrangement, where the first two TMSs are similar in sequence to 9.B.382.1.1.","Uncharacterized TIGR02611 family protein of 140 aas and 3 TMSs in a 2 + 1 TMS arrangement, where the first two TMSs are similar in sequence to 9.B.382.1.1.",{'uptake'},,,,{},{},R_9_B_382_1_2,{}
8831,9.B.383.1.1,Bacteria,Actinomycetota,Uncharacterized protein of 442 aas and 3 or 4 N-terminal TMSs.,Uncharacterized protein of 442 aas and 3 or 4 N-terminal TMSs.,{'uptake'},,,,{},{},R_9_B_383_1_1,{}
8832,9.B.383.1.2,Bacteria,Actinomycetota,DUF2637 domain-containing protein of 327 aas and 4 N-terminal TMSs.,DUF2637 domain-containing protein of 327 aas and 4 N-terminal TMSs.,{'uptake'},,,,{},{},R_9_B_383_1_2,{}
8833,9.B.383.1.3,Bacteria,Actinomycetota,DUF2637 domain-containing protein of 273 aas and 4 N-terminal TMSs.,DUF2637 domain-containing protein of 273 aas and 4 N-terminal TMSs.,{'uptake'},,,,{},{},R_9_B_383_1_3,{}
8834,9.B.386.1.2,Bacteria,Planctomycetota,Uncharacterized protein of 274 aas and about 8 TMSs in an apparent 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 274 aas and about 8 TMSs in an apparent 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_386_1_2,{}
8835,9.B.386.1.3,Bacteria,Calditrichota,Uncharacterized protein of 274 aas and 8 TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 274 aas and 8 TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_386_1_3,{}
8836,9.B.386.1.4,Bacteria,Actinomycetota,Uncharacterized protein of 211 aas and 7 TMSs in a 3 + 4 TMS arrangement.,Uncharacterized protein of 211 aas and 7 TMSs in a 3 + 4 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_386_1_4,{}
8837,9.B.386.1.5,Bacteria,Chloroflexota,Uncharacterized protein of 233 aas and 7 TMSs in a 3 + 4 TMS arrangment.,Uncharacterized protein of 233 aas and 7 TMSs in a 3 + 4 TMS arrangment.,{'uptake'},,,,{},{},R_9_B_386_1_5,{}
8838,9.B.386.1.6,Bacteria,Chloroflexota,Uncharacterized protein of 233 aas and 7 TMSs in a 3 + 4 TMS arrangement.,Uncharacterized protein of 233 aas and 7 TMSs in a 3 + 4 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_386_1_6,{}
8839,9.B.391.1.2,Bacteria,Pseudomonadota,Signal peptidase I of 279 aas and 2 N-terminal TMSs.,Signal peptidase I of 279 aas and 2 N-terminal TMSs.,{'uptake'},,,,{'14911': 'protein'},{'14911': set()},R_9_B_391_1_2,{'14911': set()}
8840,9.B.391.1.3,Bacteria,Pseudomonadota,"Signal peptidase I, LepB, of 324 aas and 2 or 3 N-terminal TMSs","Signal peptidase I, LepB, of 324 aas and 2 or 3 N-terminal TMSs. Cotranslational translocation and folding of the periplasmic domain of LepB has been demonstrated (Sandhu et al. 2021).",{'uptake'},,,,{'14911': 'protein'},{'14911': set()},R_9_B_391_1_3,{'14911': set()}
8841,9.B.393.1.2,Bacteria,Bacillota,Rubrerythrin of 185 aas and 4 TMSs.,Rubrerythrin of 185 aas and 4 TMSs.,{'uptake'},,,,{},{},R_9_B_393_1_2,{}
8842,9.B.393.1.3,Bacteria,Thermodesulfobacteriota,Uncharacterized protein of 186 aas and 4 TMSs.,Uncharacterized protein of 186 aas and 4 TMSs.,{'uptake'},,,,{},{},R_9_B_393_1_3,{}
8843,9.B.393.1.4,Bacteria,Thermodesulfobacteriota,Rubredoxin of 209 aas and 4 C-terminal TM,Rubredoxin of 209 aas and 4 C-terminal TM,{'uptake'},,,,{},{},R_9_B_393_1_4,{}
8844,9.B.393.2.1,Bacteria,Bacteroidota,Uncharacterized protein of 158 aas and 4 TMSs.,Uncharacterized protein of 158 aas and 4 TMSs.,{'uptake'},,,,{},{},R_9_B_393_2_1,{}
8845,9.B.393.2.2,Bacteria,Actinomycetota,DUF2231 domain-containing protein of 168 aas and 4 TM,DUF2231 domain-containing protein of 168 aas and 4 TM,{'uptake'},,,,{},{},R_9_B_393_2_2,{}
8846,9.B.393.2.3,Bacteria,Bacteroidota,"Uncharacterized protein of 459 aas and 4 N-terminal TMSs that belong to the 9.B.393 family, but a much longer region C-terminal of this short domain that shows sequence similarity with TC family 1.B.14.","Uncharacterized protein of 459 aas and 4 N-terminal TMSs that belong to the 9.B.393 family, but a much longer region C-terminal of this short domain that shows sequence similarity with TC family 1.B.14.",{'uptake'},,,,{},{},R_9_B_393_2_3,{}
8847,9.B.394.1.1,Bacteria,Cyanobacteriota,Pentapeptide repeat-containing protein (PPRP) of 1825 aas and 16 TMSs in a 4 + 4 + 4 + 4 TMS arrangement.,Pentapeptide repeat-containing protein (PPRP) of 1825 aas and 16 TMSs in a 4 + 4 + 4 + 4 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_394_1_1,{}
8848,9.B.394.1.2,Bacteria,Cyanobacteriota,"Pentapeptide repeat-containing protein, PPRP, of 276 aas and 4 TMSs.","Pentapeptide repeat-containing protein, PPRP, of 276 aas and 4 TMSs.",{'uptake'},,,,{},{},R_9_B_394_1_2,{}
8849,9.B.394.1.3,Bacteria,Cyanobacteriota,"Pentapeptide repeat-containing protein, PPRP","Pentapeptide repeat-containing protein, PPRP. of 720 aas and 6 or 7 TMSs spaced closely together near the N-terminus of the protein.",{'uptake'},,,,{},{},R_9_B_394_1_3,{}
8850,9.B.394.1.4,Bacteria,Cyanobacteriota,"Pentapeptide repeat-containing protein, PPRP, of 403 aas and 5 closely spaced TMSs near the N-terminus of the protein.","Pentapeptide repeat-containing protein, PPRP, of 403 aas and 5 closely spaced TMSs near the N-terminus of the protein.",{'uptake'},,,,{},{},R_9_B_394_1_4,{}
8851,9.B.394.1.5,Bacteria,Cyanobacteriota,"Pentapeptide repeat-containing protein, PPRP, of 280 aas and 6 central TMSs.","Pentapeptide repeat-containing protein, PPRP, of 280 aas and 6 central TMSs.",{'uptake'},,,,{},{},R_9_B_394_1_5,{}
8852,9.B.395.1.1,Bacteria,Pseudomonadota,Uncharacterized putative Na+/H+ antiporter of 300 aas and 6 or 7 TMSs in a 5 or 6 + 1 TMS arrangement,"Uncharacterized putative Na+/H+ antiporter of 300 aas and 6 or 7 TMSs in a 5 or 6 + 1 TMS arrangement. In the entire NCBI database, this is the only homologue that is annotated as a Na+/H+ antiporter, so it may be an error of annotation.",{'uptake'},,,,{},{},R_9_B_395_1_1,{}
8853,9.B.395.1.2,Bacteria,Pseudomonadota,Uncharacterized protein of 302 aas and 6 TMSs in a 5 + 1 TMS arrangement.,Uncharacterized protein of 302 aas and 6 TMSs in a 5 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_395_1_2,{}
8854,9.B.395.1.3,Bacteria,Pseudomonadota,Uncharacterized protein of 297 aas and possibly 5 or 6 + 1 TMSs.,Uncharacterized protein of 297 aas and possibly 5 or 6 + 1 TMSs.,{'uptake'},,,,{},{},R_9_B_395_1_3,{}
8855,9.B.395.2.1,Bacteria,Fusobacteriota,Uncharacterized protein of 318 aas and possibly 6 TMSs in a 1 + 4 + 1 TMS arrangement.,Uncharacterized protein of 318 aas and possibly 6 TMSs in a 1 + 4 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_395_2_1,{}
8856,9.B.395.2.2,Bacteria,Armatimonadota,Uncharacterized protein of 278 aas and 6 putative TMSs in a 5 + 1 TMS arrangement.,Uncharacterized protein of 278 aas and 6 putative TMSs in a 5 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_395_2_2,{}
8857,9.B.395.3.2,Bacteria,Vulcanimicrobiota,"Pentapeptide repeat-containing protein,PPRP, of 240 aas and one N-terminal TMS and possibly one central TMS.","Pentapeptide repeat-containing protein,PPRP, of 240 aas and one N-terminal TMS and possibly one central TMS.",{'uptake'},,,,{},{},R_9_B_395_3_2,{}
8858,9.B.396.1.1,Bacteria,Actinomycetota,Uncharacterized protein of 235 aas and 6 TMSs in a 1 + 2 + 2 + 1 TMS arrangement.,Uncharacterized protein of 235 aas and 6 TMSs in a 1 + 2 + 2 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_396_1_1,{}
8859,9.B.396.1.2,Bacteria,Chloroflexota,Uncharacterized protein of 740 aas and 13 TMSs in a 6 + 7 TMS arrangement,"Uncharacterized protein of 740 aas and 13 TMSs in a 6 + 7 TMS arrangement.  The last domain includes 6 TMSs that are homologous to the repeat unit in MFS porters.  However, the first 6 TMSs are characteristic of family 9.B.396.",{'uptake'},,,,{},{},R_9_B_396_1_2,{}
8860,9.B.396.1.3,Bacteria,Candidatus Moranbacteria,Uncharacterized protein of 224 aas and 6 TMSs,Uncharacterized protein of 224 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_396_1_3,{}
8861,9.B.396.1.4,Bacteria,Bacteroidota,"Uncharacterized protein of 439 aas and 11 TMSs, possibly in a 5 + 1 + 5 TMS arrangement.","Uncharacterized protein of 439 aas and 11 TMSs, possibly in a 5 + 1 + 5 TMS arrangement.",{'uptake'},,,,{},{},R_9_B_396_1_4,{}
